adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,"[35, 18]",637,La vida es bella,it,La vita è bella,"En 1939, a punto de estallar la Segunda Guerra Mundial (1939-1945), el extravagante Guido llega a Arezzo, en la Toscana, con la intención de abrir una librería. Allí conoce a la encantadora Dora y, a pesar de que es la prometida del fascista Rodolfo, se casa con ella y tiene un hijo. Al estallar la guerra, los tres son internados en un campo de exterminio, donde Guido hará lo imposible para hacer creer a su hijo que la terrible situación que están padeciendo es tan sólo un juego.",32.5029,/aZ7MFlKPfB02Lr9NwZQ4vsYRgcy.jpg,1997-12-20,False,False,8.438,14055
False,/c6OLXfKAk5BKeR6broC8pYiCquX.jpg,"[18, 53]",550,El club de la lucha,en,Fight Club,"Un hombre consumido por el insomnio y una vida sin sentido conoce a Tyler Durden, un carismático anarquista que lo arrastra a un club secreto donde el dolor despierta algo dormido. Lo que comienza como liberación pronto se convierte en una guerra contra el sistema…",48.489,/sgTAWJFaB2kBvdQxRGabYFiQqEK.jpg,1999-10-15,False,False,8.438,32252
False,/e3hG3uadtcP0pYdRa5ch4ysQW76.jpg,"[28, 18, 36]",14537,Harakiri,ja,切腹,"Un samurái pide permiso para practicarse el Seppuku (o Harakiri), ceremonia durante la cual se quitará la vida abriéndose el estómago al tiempo que otro samurái lo decapitará. Solicita también poder contar la historia que le ha llevado a tomar tan trágica decisión.",9.1068,/6Cw2LJzt6jRALHystjzWazeB4Pg.jpg,1962-09-15,False,False,8.4,1224
False,/oiwc338EoBgS4sEI2ixAny4KQKg.jpg,"[12, 14, 28]",120,El señor de los anillos: La comunidad del anillo,en,The Lord of the Rings: The Fellowship of the Ring,"En la Tierra Media, el Señor Oscuro Saurón creó los Grandes Anillos de Poder, forjados por los herreros Elfos. Tres para los reyes Elfos, siete para los Señores Enanos, y nueve para los Hombres Mortales. Secretamente, Saurón también forjó un anillo maestro, el Anillo Único, que contiene en sí el poder para esclavizar a toda la Tierra Media. Con la ayuda de un grupo de amigos y de valientes aliados, Frodo emprende un peligroso viaje con la misión de destruir el Anillo Único. Pero el Señor Oscuro Sauron, quien creara el Anillo, envía a sus servidores para perseguir al grupo. Si Sauron lograra recuperar el Anillo, sería el final de la Tierra Media.",52.4361,/9xtH1RmAzQ0rrMBNUMXstb2s3er.jpg,2001-12-18,False,False,8.436,27753
False,/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,"[18, 10749]",11216,Cinema Paradiso,it,Nuovo Cinema Paradiso,"En un pequeño pueblo siciliano durante los años previos a la llegada de la televisión (justo al finalizar la Segunda Guerra Mundial) el joven Toto vivía fascinado por el cine. Toto trata de entablar amistad con Alfredo, el proyeccionista del cine local, una persona muy irritable pero con un gran corazón. Todos estos hechos se presentan en forma de nostálgicos recuerdos de Toto que ha crecido hasta convertirse en un cineasta de éxito, y que revive a su infancia cuando recibe la noticia de que Alfredo ha muerto.",29.9448,/hHwsr3t5n7VVUbPyU8VZswn0jkL.jpg,1988-11-17,False,False,8.428,4865
False,/uvitbjFU4JqvMwIkMWHp69bmUzG.jpg,"[18, 80]",598,Ciudad de Dios,pt,Cidade de Deus,"Basada en hechos reales, cuenta la historia del crecimiento del crimen organizado en los suburbios de la ciudad de Río de Janeiro, desde finales de los años sesenta hasta el comienzo de los ochenta, cuando el tráfico de drogas y la violencia impusieron su ley entre la miseria de las favelas.“Buscapé” tiene 11 años y es sólo un niño más en Cidade de Deus, un suburbio de Río de Janeiro. Tímido y delicado, observa a los niños duros de su barrio, sus robos, sus peleas, sus enfrentamientos diarios con la policía. Ya sabe lo que quiere ser si consigue sobrevivir: fotógrafo. “Dadinho”, un niño de su misma edad, se traslada al barrio. Sueña con ser el criminal más peligroso de Río de Janeiro y empieza su aprendizaje haciendo recados para los delincuentes locales. Dos vidas paralelas en Cidade de Deus.",13.2229,/zYjngc6yGUO1IEuAwk0yAhg8CKh.jpg,2002-08-30,False,False,8.428,8239
False,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,"[12, 14, 28]",121,El señor de los anillos: Las dos torres,en,The Lord of the Rings: The Two Towers,"La Compañía del Anillo se ha disuelto. El portador del anillo Frodo y su fiel amigo Sam se dirigen hacia Mordor para destruir el Anillo Único y acabar con el poder de Sauron. Mientras, y tras la dura batalla contra los orcos donde cayó Boromir, el hombre Aragorn, el elfo Legolas y el enano Gimli intentan rescatar a los medianos Merry y Pipin, secuestrados por los ogros de Mordor. Por su parte, Saurón y el traidor Sarumán continúan con sus planes en Mordor, en espera de la guerra contra las razas libres de la Tierra Media.",41.6836,/up6gIHZlfEQZkHIfQwcOOaGOzOt.jpg,2002-12-18,False,False,8.421,24049
False,/mufF1aYvwdpKerhq5R1YrVcbJLY.jpg,"[27, 53, 9648]",539,Psicosis,en,Psycho,"Una joven secretaria, tras cometer un robo, se marcha de la ciudad y conduce durante horas, parando para descansar en un pequeño motel de carretera regentado por un joven llamado Norman. Todo parece normal y tranquilo en el apartado motel y en la casa de al lado en la que viven Norman y su madre pero, mientras está en la ducha, la joven es asesinada salvajemente a cuchilladas.",18.7576,/xFbnc2QPG5H5gYWsGbZT4q8Akya.jpg,1960-06-22,False,False,8.413,11044
False,/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg,"[35, 18, 14, 10749]",40096,O Auto da Compadecida,pt,O Auto da Compadecida,"En el interior del estado de Paríba, en el pueblo de Taperoá, viven João Grilo y Chicó, dos tipos muy pobres que van anunciando por las calles la mejor película del mundo, 'La Pasión de Cristo'. La sesión tiene éxito y ellos ganan algo de dinero pero siguen luchando por la supervivencia. João Grilo y Chicó planean nuevas tretas para conseguir algún dinero y se enfrentan a numeroso desafíos provocando múltiples confusiones causadas por la astucia de João Grilo, siempre acompañado de Chicó.",6.2046,/imcOp1kJsCsAFCoOtY5OnPrFbAf.jpg,2000-09-15,False,False,8.412,1226
False,/vMylmakO2K9cZexNUze8wa9muJp.jpg,[18],510,Alguien voló sobre el nido del cuco,en,One Flew Over the Cuckoo's Nest,"Randle McMurphy (Jack Nicholson), un violador de espíritu libre, que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego.",14.1645,/lBYmCynNEPt7HVaJvuXgfHvLhbJ.jpg,1975-11-19,False,False,8.411,11520
False,/4Nx40jwpoTHPjCWNGoaZ6kaoGxa.jpg,[18],255709,So Won,ko,소원,Una niña llamada So Won se convierte en víctima de la violencia. Su familia pasa por la desesperación y el dolor al intentar abrir otra puerta en su vida.,10.4424,/PZlNvDwKwHeHUsXnd6SEDXWZNn.jpg,2013-10-02,False,False,8.401,866
False,/bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,"[10751, 18]",667257,Cosas imposibles,es,Cosas imposibles,"La vida es tan curiosa e impredecible que, a veces, uno encuentra la felicidad donde menos lo espera. Matilde es una mujer que, tras la muerte de su esposo –un hombre que abusó de ella constantemente–, encuentra a su nuevo gran amigo en Miguel, su vecino joven, inseguro, desorientado y hasta dealer..",4.8682,/eaf7GQj0ieOwm08rrvjJQNbN0kN.jpg,2021-06-17,False,False,8.395,422
False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"[16, 28, 12, 878]",324857,Spider-Man: un nuevo universo,en,Spider-Man: Into the Spider-Verse,"En un universo paralelo donde Peter Parker ha muerto, un joven de secundaria llamado Miles Morales es el nuevo Spider-Man. Sin embargo, cuando el líder mafioso Wilson Fisk construye el 'Super Colisionador' trae a una versión alternativa de Peter Parker que tratará de enseñar a Miles como ser un mejor Spider-Man. Pero no será el único Spider Man en entrar a este universo:  cuatro versiones alternativas buscan regresar a su universo antes de que toda la realidad se colapse.",27.1664,/xRMZikjAHNFebD1FLRqgDZeGV4a.jpg,2018-12-06,False,False,8.393,17352
False,/k9pshruhCpJAdH9RaGJO6jaWQ4X.jpg,"[12, 28, 878]",1891,El imperio contraataca,en,The Empire Strikes Back,"Tras un ataque sorpresa de las tropas imperiales a las bases camufladas de la alianza rebelde, Luke Skywalker, en compañía de R2D2, parte hacia el planeta Dagobah en busca de Yoda, el último maestro Jedi, para que le enseñe los secretos de la Fuerza. Mientras, Han Solo, la princesa Leia, Chewbacca, y C3PO esquivan a las fuerzas imperiales y piden refugio al antiguo propietario del Halcón Milenario, Lando Calrissian, en la ciudad minera de Bespin, donde les prepara una trampa urdida por Darth Vader.",22.8499,/eU7KcNAOeZj9PBIcGUMSsuJz8qj.jpg,1980-05-20,False,False,8.392,18504
False,/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,"[16, 18, 10749]",378064,A Silent Voice,ja,映画 聲の形,"Shōko, una niña con discapacidad auditiva, es víctima de acoso en su escuela, siendo Shōya su principal agresor. Cuando ella se cambia de colegio, él sufre el rechazo de sus compañeros y queda aislado. Años después, intenta enmendar su error y hacer las paces con Shōko.",13.6537,/hGQnljXpDGI429SC39LohaQBHhf.jpg,2016-09-17,False,False,8.39,4535
False,/7jS69IM8bK7ooOWGFmM9G6JcenO.jpg,"[18, 10751]",770156,Un ángel en nuestras vidas,en,Lucy Shimmers and the Prince of Peace,Las segundas oportunidades comienzan cuando un criminal endurecido se cruza con una niña precoz a la que un ángel ayuda a cambiar de corazón durante la temporada navideña.,9.7152,/f938pbdnA0rYQCkdB2RIKLluJpW.jpg,2020-10-19,False,False,8.389,364
False,/nv5wwZou159v5OC61i4ElR7OqyY.jpg,"[14, 16, 12]",4935,El castillo ambulante,ja,ハウルの動く城,"Sophie, una joven sobre la que pesa una horrible maldición que le confiere el aspecto de una anciana, decide pedir ayuda al mago Howl, que vive en un castillo ambulante, pero tal vez sea Howl quien necesite la ayuda de Sophie.",38.1596,/p8EARnEw8KPZzlZg3vkseYVMczu.jpg,2004-09-09,False,False,8.388,11168
False,/nIkcTtuhmkl1GZO2LfZi7SwFz7F.jpg,"[10749, 18]",696374,Gabriel's Inferno,en,Gabriel's Inferno,"El enigmático y atractivo profesor Gabriel Emerson, reconocido especialista en Dante, es un hombre torturado por su pasado y orgulloso del prestigio que ha conseguido, aunque también es consciente de que es un imán para el pecado y, en especial, para la lujuria.",4.4774,/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg,2020-05-29,False,False,8.384,2472
False,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,"[80, 9648, 53]",807,Seven,en,Se7en,"El teniente Somerset, del departamento de homicidios, está a punto de jubilarse y ser reemplazado por el ambicioso y brillante detective David Mills. Ambos tendrán que colaborar en la resolución de una serie de asesinatos cometidos por un psicópata que toma como base la relación de los siete pecados capitales: gula, pereza, soberbia, avaricia, envidia, lujuria e ira. Los cuerpos de las víctimas, sobre los que el asesino se ensaña de manera impúdica, se convertirán para los policías en un enigma que les obligará a viajar al horror y la barbarie más absoluta.",24.7099,/uVPcVz4b2hnSGrXYLdIGRXwcivs.jpg,1995-09-22,False,False,8.381,23238
False,/xlDUjb0Q5Dv6jPQRF5VE4IMjIy.jpg,"[18, 80]",311,Érase una vez en América,en,Once Upon a Time in America,"David Aaronson ""Noodles"", un pobre joven judío, conoce en los suburbios de principios del siglo XX de Manhattan, Nueva York, a Maximilian Bercovicz ""Max"", otro joven de origen hebreo dispuesto a llegar lejos por cualquier método. Entablan una gran amistad y forman, con los 3 colegas de ""Noodles"", Patrick Goldberg ""Patsy"", Philip Stein ""Cockeye"", y Dominic una banda que prospera rápidamente. Desgraciadamente, son perseguidos por Bugsy, el tipo para el que Noodles y sus amigos trabajaban anteriormente, y en uno de sus asaltos, mata a Dominic. Rápidamente Noodles se tira encima suyo y le mata, por lo que pasará 12 años en prisión. Cuando Noodles sale de prisión le recibe Max, que sigue con su banda junto a los otros 2 amigos, Patsy y Cockeye. Rápidamente, entre los 4, llegan a convertirse, en tiempos de la prohibición, en unos de los mayores gánsteres de todo el país.",14.8994,/u4VnqaxINtKVscmdldZsBojU6jm.jpg,1984-05-23,False,False,8.379,6079
False,/wbQa0EnWUyRzQ5d1pHLNRlmsCUP.jpg,"[18, 10402, 53]",244786,Whiplash,en,Whiplash,"El objetivo de Andrew Neiman, un joven y ambicioso baterista de jazz, es triunfar en el elitista Conservatorio de Música de la Costa Este en el que estudia. Marcado por el fracaso de la carrera literaria de su padre, Andrew alberga sueños de grandeza. Terence Fletcher, un profesor conocido tanto por su talento como por sus rigurosos métodos de enseñanza, dirige el mejor conjunto de jazz del Conservatorio. Cuando Fletcher elige a Andrew y para formar parte del conjunto musical que dirige, cambia para siempre la vida del joven. La pasión de Andrew por alcanzar la perfección se convierte en obsesión, al tiempo que su despiadado profesor lo lleva al límite de su capacidad y de su salud mental.",25.4596,/uy36CPy5ARuC8qrH8Esg2ndFyJ5.jpg,2014-10-10,False,False,8.375,16721
